[run number],birds-dispersal-distance,habitat-patch-size,birth-rate-birds,world-width,world-height,initial-population,max-birds-species,death-rate-birds,migration-rate-birds,Video,prob-frag,Deforestation-at-time,end-time,Migration0-at-deforestation,deforestation-type,birds-behavior,replacement-rate,random-seed,[step],birds-at-deforestation,calc-number-of-species,calc-shannon-diversity,count birds,mean-free-path,siminputrow
1,1.1,29,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-330704651,1500,405,19,2.3412949110908214,793,[5.453 5.499],11
1,1.2,29,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-330704651,1500,827,24,2.6996293581885795,1544,[5.321 5.476],12
1,1.5,29,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-330704651,1500,3076,17,2.1659292694898333,3992,[5.461 5.462],13
1,2,29,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-330704651,1500,5228,14,1.914956412893254,4882,[5.416 5.4],14
1,3,29,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-330704651,1500,5521,14,1.9232787453475737,4813,[5.407 5.437],15
1,1.1,61,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-330704651,1500,410,12,1.8902870369953717,1627,[10.724 10.384],16
1,1.2,61,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-330704651,1500,732,16,1.9955356175065633,2417,[10.573 10.323],17
1,1.5,61,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-330704651,1500,3134,14,1.9122167578070923,4628,[10.566 10.591],18
1,2,61,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-330704651,1500,5556,15,2.1303344355427964,5327,[10.881 10.175],19
1,3,61,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-330704651,1500,5835,14,1.7553264093842993,5513,[10.443 10.335],20
1,1.1,3,2,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-330704651,1500,2310,3,1.0114042647073518,12,[1.244 1.271],21
